item_id,recommend,sentiment_analysis
440,1.0,2
440,1.0,2
254200,0.0,0
243870,1.0,2
570,1.0,0
345520,1.0,2
230410,1.0,2
236390,1.0,2
440,1.0,2
208090,0.0,1
104900,1.0,1
24200,1.0,0
301520,0.0,1
4000,1.0,1
242860,1.0,2
301520,0.0,1
4000,1.0,1
242860,1.0,2
301520,1.0,1
105600,1.0,2
730,1.0,1
201810,1.0,2
231430,1.0,2
274940,1.0,2
8930,1.0,2
10500,1.0,2
233450,1.0,2
440,1.0,2
485800,1.0,2
250400,1.0,2
6060,1.0,2
423880,1.0,1
301520,1.0,2
72850,1.0,2
332800,1.0,1
427270,1.0,2
375950,1.0,2
323370,1.0,2
287700,1.0,2
252950,1.0,2
298630,1.0,1
319630,1.0,2
385770,1.0,2
304050,1.0,2
211420,1.0,2
248820,0.0,1
23530,1.0,2
440,1.0,2
219830,1.0,2
240970,1.0,2
241600,1.0,2
261640,1.0,0
212160,0.0,1
244850,1.0,2
227700,1.0,2
107410,1.0,2
224580,1.0,2
730,1.0,1
1250,1.0,1
252150,1.0,1
317470,1.0,1
4000,1.0,0
107410,1.0,1
221100,1.0,2
730,1.0,2
271590,1.0,0
34900,1.0,1
440,1.0,2
6000,1.0,1
63710,1.0,2
304930,1.0,1
730,1.0,2
4000,1.0,2
236390,1.0,2
322170,1.0,1
304050,1.0,2
109600,1.0,2
235460,1.0,2
206500,1.0,2
346170,1.0,2
214850,1.0,2
291210,0.0,2
440,1.0,1
209080,1.0,1
440,1.0,2
730,1.0,2
34900,1.0,0
218230,0.0,2
282800,1.0,2
221100,0.0,2
224260,1.0,0
223750,1.0,2
377160,1.0,2
225540,1.0,2
304930,1.0,2
227680,0.0,0
242760,1.0,2
259080,1.0,1
4000,1.0,0
730,1.0,2
440,1.0,1
51100,1.0,2
222980,1.0,2
4000,1.0,0
200260,1.0,2
35140,1.0,0
220860,1.0,0
400,1.0,1
218620,1.0,1
228380,1.0,2
4000,1.0,1
105600,1.0,2
293540,0.0,0
213670,1.0,2
234670,1.0,2
207230,0.0,0
72850,1.0,2
214950,1.0,0
231430,1.0,2
295110,1.0,2
282560,1.0,2
271590,1.0,0
35450,1.0,2
377160,1.0,0
252950,0.0,2
252490,1.0,2
333950,1.0,2
222880,1.0,2
730,1.0,2
292030,1.0,0
359320,1.0,0
209080,1.0,0
730,1.0,0
34830,1.0,0
10680,1.0,2
10180,1.0,1
34350,1.0,2
34030,1.0,0
630,1.0,2
34670,1.0,0
4700,1.0,2
4760,1.0,2
10500,1.0,0
394120,1.0,1
316390,1.0,2
236110,1.0,2
224600,1.0,0
280010,1.0,0
384150,1.0,1
382490,1.0,1
730,1.0,1
304050,1.0,1
218620,1.0,2
417860,1.0,2
730,1.0,2
550,1.0,2
570,1.0,2
440,1.0,1
391540,1.0,2
51100,1.0,1
17330,1.0,1
730,1.0,1
208090,1.0,1
391460,1.0,2
730,1.0,1
349700,1.0,2
208090,1.0,1
730,1.0,1
72850,1.0,2
12110,1.0,2
243470,0.0,0
217140,1.0,1
440,1.0,2
234140,1.0,0
473580,0.0,2
287700,1.0,2
252950,0.0,2
407230,1.0,2
96100,0.0,2
489220,0.0,2
504490,1.0,2
233450,1.0,2
72850,1.0,0
55230,1.0,2
356670,1.0,2
221100,1.0,2
349700,1.0,0
417860,1.0,2
730,1.0,2
499100,1.0,2
550,1.0,2
91900,1.0,2
231910,0.0,0
130,1.0,1
20,1.0,1
104600,1.0,2
730,1.0,2
17530,1.0,1
3483,1.0,1
304270,1.0,2
440,1.0,2
730,1.0,2
214950,1.0,2
24470,0.0,0
206190,1.0,2
72850,1.0,2
8930,1.0,1
620,1.0,2
233450,1.0,2
363970,1.0,0
333600,1.0,2
385770,1.0,2
208090,1.0,2
385800,1.0,1
345650,1.0,2
107100,1.0,1
730,1.0,1
304050,1.0,1
372000,1.0,2
427270,1.0,2
730,1.0,2
440,1.0,2
218620,0.0,0
202970,1.0,2
40800,1.0,1
730,1.0,2
730,1.0,2
301520,1.0,2
4000,1.0,2
224580,1.0,2
9480,1.0,0
334230,1.0,2
209160,0.0,2
346110,1.0,2
291480,0.0,0
218620,1.0,2
282900,1.0,2
730,1.0,2
440,1.0,2
359940,1.0,2
730,1.0,2
377160,0.0,0
221100,0.0,0
282350,0.0,0
295110,1.0,2
221640,1.0,0
413150,1.0,1
329440,1.0,2
17730,0.0,0
333980,1.0,2
221100,1.0,2
108600,1.0,2
440,1.0,2
218620,1.0,1
55230,1.0,2
253430,1.0,2
4000,1.0,2
207140,1.0,0
248820,1.0,2
306020,1.0,1
265630,1.0,1
273350,0.0,2
730,1.0,2
264200,1.0,2
300080,0.0,2
290790,1.0,2
25830,1.0,2
304930,0.0,0
34330,1.0,2
270550,1.0,2
405180,1.0,2
40970,1.0,2
246300,1.0,2
32360,1.0,2
240,1.0,2
440,1.0,2
34330,1.0,2
312990,1.0,2
244450,1.0,0
206500,1.0,2
263740,1.0,2
282070,1.0,2
105600,1.0,2
730,1.0,1
306460,1.0,1
292380,1.0,1
67370,1.0,1
411180,1.0,1
730,1.0,2
105600,1.0,1
48720,1.0,1
24960,1.0,2
730,1.0,1
730,1.0,2
225540,0.0,0
730,1.0,2
218620,1.0,1
205100,1.0,2
730,1.0,2
440,1.0,2
4000,1.0,0
404090,1.0,2
434250,1.0,2
234140,1.0,0
200510,1.0,2
22380,1.0,1
730,1.0,2
292030,1.0,2
330830,1.0,2
271590,1.0,2
218620,0.0,1
730,1.0,1
205100,1.0,2
440,1.0,1
730,1.0,1
227300,1.0,1
33930,1.0,2
48700,1.0,2
730,1.0,2
218620,1.0,2
261180,1.0,2
440,1.0,2
252490,1.0,2
291480,1.0,2
440,1.0,2
730,1.0,1
304930,1.0,2
440,1.0,1
570,1.0,2
250900,1.0,1
730,1.0,2
70,1.0,2
225260,1.0,1
115320,1.0,0
203160,1.0,0
221380,1.0,1
24960,1.0,2
203160,1.0,2
368340,1.0,2
322170,1.0,2
11020,1.0,2
730,1.0,1
730,1.0,2
291550,1.0,2
304050,0.0,0
24200,1.0,2
550,1.0,2
730,1.0,2
6060,1.0,0
65930,1.0,2
346900,1.0,1
344040,1.0,1
333980,1.0,0
234670,1.0,2
49520,1.0,1
24240,1.0,2
440,0.0,1
620,0.0,1
570,1.0,2
219830,1.0,2
8930,1.0,2
331200,1.0,1
413150,1.0,1
433730,0.0,1
730,1.0,2
218620,1.0,2
19680,1.0,1
218620,1.0,2
1250,1.0,2
221100,1.0,1
102500,1.0,2
393980,1.0,2
8930,1.0,2
200510,1.0,2
226840,1.0,2
206420,1.0,0
255710,1.0,2
237930,1.0,2
49520,1.0,0
245170,1.0,2
31280,1.0,1
391540,1.0,2
334230,1.0,0
730,1.0,1
107100,1.0,2
398100,1.0,2
338170,1.0,2
444090,1.0,2
236370,1.0,2
570,1.0,2
252950,1.0,2
440,1.0,2
440,0.0,2
20,0.0,0
275850,1.0,1
550,1.0,2
224280,1.0,2
620,1.0,2
104600,1.0,2
50,1.0,2
34900,1.0,2
49600,1.0,0
39140,1.0,2
346110,1.0,2
380770,0.0,0
454890,1.0,0
227680,0.0,2
730,1.0,2
730,1.0,1
218620,0.0,2
24240,1.0,2
70,1.0,2
208090,1.0,0
280,1.0,2
42680,0.0,2
266210,1.0,2
72850,1.0,0
301480,1.0,1
218230,1.0,2
440,1.0,2
238460,1.0,1
440,1.0,2
311210,1.0,2
291480,0.0,1
239660,1.0,2
264380,1.0,0
4000,1.0,2
383080,1.0,1
238960,1.0,1
440,1.0,1
236390,1.0,1
203290,1.0,1
301520,1.0,2
107900,1.0,1
550,1.0,1
570,1.0,1
4000,1.0,1
304930,1.0,2
440,1.0,2
12210,1.0,1
17410,1.0,2
730,1.0,2
200260,1.0,1
292630,0.0,1
391540,1.0,1
265630,1.0,2
218230,1.0,0
404480,1.0,2
304930,1.0,2
8190,1.0,2
730,1.0,2
271590,1.0,2
292030,1.0,2
275850,0.0,0
730,1.0,2
248390,1.0,2
550,1.0,1
413150,1.0,1
218620,1.0,1
255710,1.0,1
4000,1.0,2
245170,1.0,1
250760,1.0,2
247730,0.0,1
240,1.0,1
248820,1.0,2
224540,0.0,1
107100,1.0,2
246620,1.0,2
417860,1.0,1
24240,1.0,2
319630,1.0,1
440,1.0,1
105600,1.0,2
300991,1.0,2
391540,1.0,2
570,1.0,2
72850,1.0,0
224580,1.0,2
209870,0.0,2
730,1.0,2
47410,1.0,2
32400,1.0,2
13230,1.0,2
282440,1.0,2
206420,1.0,0
218620,0.0,0
730,1.0,2
340170,1.0,2
39120,1.0,2
466910,1.0,2
730,1.0,1
323470,1.0,2
440,1.0,1
218230,1.0,2
304930,0.0,0
730,1.0,2
20920,0.0,0
243470,1.0,2
209160,1.0,1
730,1.0,2
221100,0.0,1
252490,1.0,2
271590,1.0,2
346110,1.0,2
570,1.0,1
208480,1.0,2
302510,1.0,0
403190,1.0,2
298110,1.0,2
220240,1.0,2
225540,1.0,0
311560,1.0,2
33230,1.0,2
48190,1.0,2
242050,1.0,2
376200,1.0,1
730,1.0,2
440,1.0,2
730,1.0,1
570,1.0,1
227300,1.0,1
236390,1.0,1
220200,1.0,2
200210,1.0,2
270210,1.0,2
440,1.0,2
4000,1.0,2
359550,0.0,1
244850,1.0,1
107410,1.0,2
440,1.0,2
311210,0.0,0
91310,1.0,1
212480,1.0,2
17500,1.0,1
35140,1.0,1
207140,1.0,1
304930,1.0,2
228380,1.0,2
249630,1.0,2
298600,1.0,0
34030,1.0,2
287980,1.0,2
235800,1.0,2
221380,1.0,2
113200,1.0,2
48700,1.0,2
304050,0.0,2
218620,1.0,2
730,1.0,2
252490,1.0,2
730,1.0,2
286340,1.0,2
304930,1.0,2
223470,1.0,2
449040,1.0,2
1280,1.0,2
391540,1.0,0
435870,1.0,2
377160,1.0,2
8930,1.0,2
99900,1.0,1
412730,0.0,1
10,1.0,2
550,1.0,1
99810,0.0,0
303210,1.0,1
211820,0.0,0
353370,1.0,2
323320,1.0,2
41100,1.0,2
219890,1.0,2
4000,1.0,1
226700,1.0,0
440,1.0,2
1250,1.0,2
415950,0.0,0
310950,1.0,0
437070,1.0,0
72850,1.0,2
311210,1.0,2
440,1.0,1
8190,1.0,0
207210,1.0,2
263760,1.0,2
246580,1.0,0
200710,1.0,2
224760,1.0,2
4000,1.0,2
320760,1.0,0
22650,1.0,0
730,1.0,2
304930,1.0,1
105600,1.0,1
4000,1.0,1
440,1.0,1
333930,0.0,1
4000,1.0,2
4000,1.0,1
6860,1.0,2
346010,1.0,1
218620,0.0,2
730,1.0,1
440,1.0,1
354240,1.0,2
263420,1.0,1
242680,1.0,1
290730,1.0,1
370280,1.0,0
440,1.0,1
570,0.0,0
730,1.0,1
550,1.0,2
218330,1.0,2
730,1.0,2
396480,1.0,2
268650,1.0,1
301520,1.0,0
230410,0.0,2
730,1.0,1
218620,1.0,1
222880,1.0,1
113400,1.0,1
51100,1.0,2
200210,1.0,2
275850,1.0,0
231430,1.0,2
730,1.0,2
219740,1.0,2
275850,0.0,0
273350,1.0,2
440,0.0,1
239140,1.0,2
250340,1.0,2
21000,1.0,2
33900,1.0,2
214230,1.0,2
237630,1.0,2
209160,0.0,0
218620,0.0,0
242760,1.0,2
226700,1.0,1
246900,1.0,1
630,1.0,1
219740,1.0,1
323470,1.0,1
235460,1.0,1
4000,1.0,1
204300,1.0,2
730,1.0,2
383790,0.0,1
274940,1.0,2
4000,1.0,2
209870,1.0,2
7670,1.0,2
218230,1.0,1
220240,1.0,2
202170,1.0,2
252490,1.0,2
252490,0.0,0
730,0.0,0
225540,0.0,0
359320,0.0,2
232090,1.0,0
291650,0.0,0
234140,1.0,0
388520,0.0,0
413150,1.0,2
9420,1.0,2
375230,1.0,2
201790,1.0,2
1840,1.0,1
208090,1.0,0
72850,1.0,2
235580,1.0,2
252030,1.0,2
440,1.0,2
550,1.0,2
218620,1.0,1
264200,1.0,1
209000,1.0,0
223470,1.0,0
200260,1.0,2
313740,1.0,2
212180,1.0,0
730,1.0,0
304050,0.0,0
268750,1.0,2
322330,1.0,2
105600,1.0,2
7510,1.0,2
413150,1.0,2
418340,1.0,2
287100,0.0,1
211820,1.0,2
289650,0.0,0
34330,1.0,2
730,1.0,2
4000,1.0,2
341800,1.0,2
620,1.0,2
202970,1.0,2
416590,1.0,2
287920,1.0,2
385710,1.0,2
346900,1.0,2
230410,1.0,2
219150,1.0,2
247000,1.0,2
330840,1.0,2
4580,1.0,2
223830,1.0,2
245620,1.0,2
34330,1.0,2
322330,1.0,2
242760,1.0,0
550,1.0,2
34900,1.0,2
394310,1.0,2
401920,1.0,1
377160,1.0,1
17520,1.0,2
405640,1.0,2
391540,0.0,1
313740,1.0,1
360,1.0,2
271590,1.0,2
220240,1.0,2
4000,1.0,2
10,1.0,2
570,1.0,1
310380,1.0,2
222880,1.0,0
389570,1.0,2
304930,0.0,0
218620,1.0,2
319510,1.0,2
49520,1.0,2
460120,1.0,2
243800,1.0,2
270880,1.0,2
4000,1.0,2
235800,1.0,2
99900,1.0,2
216150,0.0,2
433340,1.0,0
304030,0.0,1
6980,0.0,1
201810,0.0,2
20510,1.0,1
218620,1.0,1
206420,1.0,1
315394,0.0,0
99900,1.0,2
315392,0.0,2
51100,1.0,2
315396,1.0,2
208090,1.0,0
238320,1.0,0
245550,1.0,1
218620,1.0,1
1250,1.0,1
50300,1.0,2
440,1.0,2
221380,1.0,1
203140,1.0,1
204360,1.0,2
17390,0.0,0
250400,1.0,1
218230,1.0,1
12210,1.0,1
251570,1.0,2
18820,1.0,1
72850,1.0,0
222880,0.0,1
252490,1.0,1
298110,1.0,2
239140,1.0,2
273350,1.0,0
246900,1.0,1
41070,0.0,1
238460,1.0,1
213670,1.0,1
730,1.0,1
307880,1.0,2
8870,1.0,1
246900,1.0,1
41070,0.0,1
238460,1.0,1
213670,1.0,1
730,1.0,1
307880,1.0,2
8870,1.0,1
107100,1.0,2
440,1.0,2
304050,1.0,2
304930,1.0,2
570,1.0,2
306460,1.0,1
355180,1.0,2
304930,1.0,2
393420,0.0,0
730,1.0,2
233450,1.0,0
224260,1.0,2
296470,1.0,2
219640,1.0,1
440,1.0,1
204100,1.0,2
105600,1.0,0
351990,1.0,2
4000,1.0,2
730,1.0,2
270450,1.0,2
21690,1.0,2
238460,1.0,2
230650,0.0,0
236390,1.0,2
550,1.0,2
107410,1.0,2
32370,1.0,2
224540,0.0,2
208090,1.0,2
250900,1.0,1
224260,1.0,2
254700,0.0,2
226700,0.0,2
252490,1.0,1
221100,1.0,2
211820,1.0,2
113200,1.0,2
570,1.0,1
107410,1.0,1
259080,1.0,2
219640,1.0,2
248820,1.0,2
730,1.0,2
333930,1.0,2
230410,1.0,2
113400,1.0,2
218620,1.0,0
301520,1.0,2
440,0.0,2
236390,1.0,2
200260,1.0,1
330830,1.0,2
245550,1.0,2
204300,1.0,2
730,1.0,2
247730,1.0,2
209870,1.0,2
620,1.0,2
620,1.0,2
209160,0.0,2
221100,1.0,1
620,1.0,2
4000,1.0,0
730,1.0,0
221910,1.0,2
440,1.0,2
207610,1.0,2
394690,1.0,2
72850,1.0,0
265930,1.0,0
72850,1.0,2
730,1.0,2
271590,0.0,0
316260,1.0,2
260160,1.0,2
461680,1.0,2
278360,1.0,1
104900,1.0,2
312990,1.0,2
236390,1.0,2
263280,0.0,0
261030,1.0,2
232430,1.0,2
730,1.0,2
730,1.0,2
218620,0.0,2
232090,1.0,2
252950,1.0,1
228380,1.0,2
205100,1.0,2
48700,1.0,2
289650,0.0,0
730,1.0,2
440,1.0,1
202970,1.0,2
248570,1.0,2
300,0.0,2
333980,1.0,2
346330,0.0,2
355840,0.0,2
383080,1.0,1
264380,1.0,0
304930,1.0,2
224260,1.0,2
20,1.0,2
322170,1.0,2
730,1.0,2
730,1.0,2
570,1.0,0
252950,1.0,1
730,1.0,1
219640,1.0,2
381210,1.0,1
440,1.0,1
413150,1.0,2
440,1.0,2
427520,1.0,2
265930,1.0,2
218680,1.0,2
227940,1.0,2
730,1.0,2
730,1.0,0
311210,1.0,0
6060,1.0,1
72850,0.0,0
238460,0.0,0
282140,1.0,0
10180,1.0,2
252950,1.0,2
438080,1.0,2
271590,1.0,2
42680,1.0,2
440,1.0,2
47810,1.0,2
24200,1.0,2
35140,1.0,2
440,1.0,2
304930,1.0,2
49520,1.0,2
298240,1.0,2
236390,1.0,1
258180,1.0,2
1840,1.0,2
362890,1.0,2
218620,1.0,2
400,1.0,2
304930,1.0,2
105600,1.0,2
220,1.0,2
33730,1.0,2
220160,1.0,2
224260,1.0,2
369580,1.0,2
252490,1.0,2
218620,1.0,2
261030,1.0,1
252490,1.0,2
730,1.0,2
440,1.0,2
440,1.0,1
300340,1.0,1
4000,1.0,2
440,1.0,2
218620,1.0,2
377160,1.0,2
212680,1.0,2
264200,1.0,2
242860,1.0,2
219150,1.0,2
211820,1.0,2
730,1.0,2
440,1.0,2
730,1.0,2
221100,0.0,0
275850,0.0,1
242760,1.0,2
261030,1.0,2
220200,1.0,2
319630,1.0,2
359410,1.0,1
24240,0.0,0
274900,0.0,0
335240,0.0,1
252490,1.0,0
236850,1.0,2
318130,1.0,2
289130,1.0,1
9480,1.0,2
24240,1.0,0
286100,1.0,2
307690,0.0,2
400,1.0,2
105600,1.0,2
94400,1.0,1
346110,1.0,0
265930,1.0,2
440,1.0,2
326160,0.0,0
230700,0.0,0
204240,1.0,2
72850,1.0,2
208140,1.0,2
440,1.0,2
22330,1.0,2
449800,1.0,0
4000,1.0,2
1840,1.0,1
238010,1.0,2
102500,1.0,2
235800,1.0,1
4000,1.0,0
440,1.0,2
7520,0.0,2
43160,1.0,2
313740,1.0,1
570,1.0,0
440,1.0,2
286080,0.0,2
570,1.0,2
295110,1.0,2
252950,1.0,2
218620,0.0,0
570,1.0,2
230940,0.0,0
214490,1.0,2
218230,1.0,2
6060,1.0,2
215100,1.0,2
23310,1.0,0
72850,1.0,0
440,1.0,1
230410,1.0,2
346110,1.0,2
48700,1.0,2
24740,1.0,2
4000,1.0,2
570,1.0,0
232090,1.0,2
206440,1.0,2
212680,1.0,2
218230,1.0,2
238010,1.0,2
440,1.0,2
218620,1.0,0
435880,1.0,2
570,1.0,2
570,1.0,2
440,1.0,1
65800,1.0,2
327890,1.0,2
380,1.0,2
270550,1.0,1
219740,1.0,2
8190,1.0,0
550,1.0,2
304930,0.0,1
354140,1.0,2
204360,1.0,2
200210,1.0,2
105600,1.0,2
22300,1.0,1
207610,1.0,2
271590,1.0,0
252950,1.0,2
200210,1.0,0
221100,1.0,2
730,1.0,1
730,1.0,2
730,1.0,2
440,1.0,2
440,1.0,1
301520,1.0,2
386070,1.0,2
252950,1.0,2
4000,1.0,0
280790,1.0,2
377160,1.0,2
271590,0.0,0
221640,1.0,2
49600,1.0,2
107100,1.0,2
211820,1.0,2
236430,0.0,0
440,0.0,2
263680,0.0,1
299460,1.0,1
4920,1.0,2
570,1.0,0
72850,1.0,2
375510,1.0,1
57300,1.0,0
360640,1.0,1
6060,1.0,2
4000,1.0,1
250900,1.0,2
304930,1.0,2
291550,1.0,2
376300,1.0,2
570,1.0,1
221100,0.0,0
204300,1.0,1
42910,1.0,2
218230,1.0,0
730,1.0,2
208090,1.0,2
15120,1.0,0
351640,1.0,2
730,1.0,2
229580,1.0,2
730,1.0,2
264200,1.0,0
363890,1.0,2
274920,1.0,2
222880,1.0,2
291550,1.0,2
242760,1.0,2
357340,1.0,2
440,1.0,2
3320,1.0,2
730,1.0,2
304730,1.0,2
353380,1.0,2
33930,1.0,2
238460,1.0,0
630,1.0,2
265930,1.0,1
360640,1.0,2
375950,1.0,2
249130,0.0,2
363970,1.0,2
265930,1.0,2
105600,1.0,2
730,1.0,2
365590,1.0,2
17410,1.0,2
33930,0.0,0
253250,1.0,2
218620,1.0,2
252490,1.0,2
105600,1.0,2
220200,1.0,2
113400,1.0,1
224260,1.0,2
317960,1.0,2
300820,0.0,2
225140,1.0,2
72850,1.0,2
43110,1.0,2
230410,1.0,2
317360,1.0,1
108600,1.0,2
259080,1.0,2
208520,1.0,2
304930,1.0,2
218230,1.0,1
275850,0.0,0
259530,1.0,2
212200,1.0,2
244850,1.0,2
730,1.0,2
375600,1.0,2
300080,0.0,0
440,1.0,2
268420,1.0,2
206500,1.0,2
333930,1.0,2
282900,1.0,2
391540,1.0,2
570,1.0,2
440,1.0,2
333930,1.0,2
282900,1.0,2
391540,1.0,2
570,1.0,2
440,1.0,2
304930,1.0,2
221100,1.0,2
730,1.0,2
218620,0.0,0
550,1.0,2
4570,1.0,2
265630,1.0,2
220,1.0,2
271290,1.0,2
304930,1.0,2
244850,0.0,2
252490,1.0,2
303390,0.0,0
218620,1.0,2
107410,1.0,2
4000,1.0,2
221100,1.0,1
433530,1.0,2
209870,0.0,0
245130,0.0,2
291480,0.0,0
355840,0.0,0
348460,0.0,2
352190,1.0,2
10,1.0,1
291550,1.0,2
299700,0.0,0
244850,1.0,2
4000,1.0,1
440,1.0,2
261030,1.0,2
264140,1.0,1
218230,1.0,2
205100,1.0,2
204450,1.0,2
250320,1.0,2
55230,1.0,2
72850,1.0,2
393420,1.0,0
39210,1.0,2
236790,0.0,2
730,1.0,1
236450,1.0,2
239350,1.0,2
18700,1.0,2
238460,1.0,2
204630,1.0,2
550,1.0,0
35720,1.0,2
440,1.0,2
365590,0.0,1
359550,0.0,1
243870,1.0,2
570,1.0,0
107410,1.0,2
298630,1.0,2
239800,1.0,1
304930,1.0,2
219150,1.0,2
208090,1.0,2
28000,0.0,0
242800,0.0,0
243470,0.0,2
205910,1.0,2
233720,1.0,0
374570,1.0,2
251870,1.0,2
730,1.0,2
250600,1.0,2
8930,1.0,2
259080,1.0,2
218620,0.0,0
295270,0.0,0
440,1.0,2
312990,1.0,2
359050,0.0,2
377160,1.0,1
105600,1.0,2
242920,1.0,2
218620,1.0,1
207140,1.0,1
550,1.0,1
105600,1.0,2
440,1.0,1
271590,1.0,2
285920,1.0,2
440,1.0,2
200510,1.0,2
2420,1.0,2
39200,1.0,2
730,1.0,2
239350,1.0,0
271290,1.0,2
403190,1.0,2
404090,1.0,2
227940,1.0,2
295110,1.0,1
220,1.0,1
261640,1.0,1
440,1.0,2
221080,1.0,2
376570,1.0,2
440,0.0,0
434570,1.0,2
230410,1.0,0
512470,0.0,1
422970,1.0,2
4000,1.0,2
386360,1.0,1
440,1.0,0
202970,1.0,2
22380,1.0,2
10,1.0,2
224600,0.0,0
219640,0.0,0
346900,1.0,0
427520,1.0,0
332800,1.0,1
316720,1.0,0
331470,1.0,2
319510,1.0,2
271290,1.0,2
339800,1.0,2
327410,1.0,2
334660,1.0,1
440,1.0,2
218620,1.0,2
104900,1.0,2
440,1.0,1
440,1.0,0
245550,1.0,2
232790,1.0,2
224260,1.0,1
261030,1.0,0
440,1.0,1
224260,1.0,2
342380,1.0,2
113200,1.0,1
313340,0.0,2
239160,0.0,2
320140,1.0,2
304930,1.0,1
70000,1.0,0
250580,1.0,1
730,1.0,2
235800,1.0,2
363970,1.0,2
72850,1.0,2
620,1.0,1
211820,1.0,2
252490,0.0,0
1840,1.0,2
264710,1.0,1
290930,1.0,2
311340,1.0,2
267530,1.0,1
339800,1.0,2
313740,1.0,1
220,1.0,1
252490,1.0,2
213650,1.0,1
4000,1.0,1
252490,1.0,0
211820,1.0,2
240,1.0,2
8870,1.0,1
254700,1.0,1
260210,1.0,1
391540,1.0,2
292120,1.0,1
349040,1.0,1
391220,1.0,2
319630,1.0,2
346110,1.0,1
207610,1.0,2
570,1.0,2
8190,1.0,2
209160,1.0,2
221100,1.0,2
252490,1.0,1
211500,0.0,0
281690,1.0,2
24200,1.0,2
224600,1.0,2
234710,1.0,2
263320,1.0,2
241930,1.0,2
239820,1.0,2
570,1.0,1
730,1.0,2
92800,1.0,2
212680,1.0,2
113200,1.0,2
4000,1.0,2
47410,1.0,2
222900,0.0,0
232750,0.0,0
227940,1.0,2
374320,1.0,2
24010,1.0,2
311210,1.0,2
273110,0.0,0
313160,1.0,2
620,1.0,2
4000,1.0,2
730,1.0,1
294100,1.0,2
440,1.0,1
241640,0.0,2
49520,1.0,1
255710,1.0,2
319130,0.0,0
8190,1.0,2
620,1.0,2
313340,1.0,2
221640,1.0,0
304930,1.0,2
223710,1.0,1
226740,1.0,2
49520,1.0,2
252490,1.0,2
440,1.0,1
386880,1.0,0
4000,1.0,1
307170,1.0,1
343750,0.0,0
6000,1.0,1
221040,1.0,2
253430,1.0,2
222480,1.0,2
32380,1.0,2
32400,1.0,2
730,1.0,1
440,1.0,2
730,1.0,2
388870,0.0,0
495890,1.0,0
303210,1.0,2
34900,1.0,1
276810,1.0,2
304930,1.0,0
233450,1.0,1
271590,1.0,1
207140,1.0,2
39000,1.0,1
4000,1.0,2
202170,1.0,2
230410,1.0,1
570,1.0,1
203160,1.0,2
204360,1.0,2
313340,1.0,2
4000,1.0,2
440,1.0,2
48700,1.0,1
218230,1.0,0
285480,1.0,0
22100,1.0,2
50300,1.0,2
204300,1.0,2
570,1.0,2
224540,0.0,2
236850,1.0,2
550,1.0,2
72850,1.0,2
730,1.0,1
252950,1.0,1
18500,1.0,2
378720,1.0,2
70300,1.0,0
275850,0.0,2
436320,1.0,2
382110,1.0,0
346110,1.0,2
323470,1.0,2
266510,1.0,2
401920,1.0,2
1250,0.0,2
328060,0.0,1
389570,1.0,2
265630,1.0,2
440,1.0,2
346900,1.0,2
346120,1.0,2
208090,1.0,2
238590,1.0,2
413150,1.0,2
261030,1.0,2
1840,1.0,2
22370,1.0,2
550,1.0,0
440,1.0,2
730,1.0,1
242860,1.0,2
275850,0.0,0
442080,1.0,2
391460,0.0,2
302830,1.0,2
99900,1.0,0
218620,1.0,1
218620,0.0,2
230410,1.0,2
221100,1.0,1
206190,1.0,2
232090,1.0,0
252370,1.0,1
287980,1.0,1
99810,0.0,1
339350,1.0,1
72850,1.0,2
730,1.0,2
310370,1.0,2
63380,1.0,1
550,1.0,2
570,1.0,1
17080,1.0,1
270170,1.0,0
238280,1.0,2
211820,1.0,2
252950,1.0,2
105600,1.0,0
295110,1.0,2
230090,1.0,0
218550,1.0,2
275690,1.0,2
49520,1.0,2
238460,0.0,0
440,0.0,0
363970,1.0,1
224260,1.0,2
343270,0.0,2
440,1.0,2
301520,1.0,1
304930,1.0,2
433340,1.0,2
730,1.0,2
440,1.0,2
219640,1.0,0
201230,1.0,2
317110,1.0,2
241720,1.0,2
239220,1.0,2
70,1.0,2
265630,0.0,2
253430,1.0,2
265210,1.0,2
65980,1.0,2
327410,1.0,2
238460,1.0,2
620,1.0,2
17390,1.0,1
302970,1.0,2
289760,1.0,2
322170,1.0,2
730,1.0,2
377160,1.0,0
307230,0.0,1
330830,1.0,2
282350,1.0,2
261640,1.0,2
49520,1.0,2
421890,0.0,2
218470,1.0,0
336510,0.0,2
275850,0.0,0
275850,0.0,0
1250,1.0,2
45300,1.0,2
72850,1.0,1
252950,1.0,2
55230,1.0,0
105600,1.0,0
381210,0.0,0
440,1.0,0
234710,1.0,2
550,1.0,0
620,1.0,1
299360,1.0,1
313740,1.0,2
402180,1.0,1
223470,1.0,1
230290,1.0,1
12200,1.0,2
244850,1.0,1
620,1.0,2
209160,0.0,2
246620,1.0,0
209870,1.0,2
224580,0.0,0
500,1.0,2
730,1.0,1
239660,1.0,2
273110,1.0,2
433850,1.0,0
70300,1.0,2
105600,1.0,2
21660,1.0,2
2760,1.0,2
440,1.0,0
10150,1.0,2
221100,0.0,2
236430,1.0,2
570,1.0,2
282400,1.0,2
239820,1.0,2
322330,1.0,2
550,1.0,2
219740,1.0,1
47410,1.0,0
224260,1.0,0
440,1.0,2
104700,1.0,2
213650,1.0,2
200210,1.0,2
220200,1.0,2
219740,1.0,2
